fecha_cierre,NIT,Fecha_vencimiento,Dias_mora,Calificación,Saldo,Porcentaje_deterioro,Deterioro,FID,nombre_linea
31/01/2023,92e21450993184dd2482076ad409a6bdf76f31a8c4f6781b6a28eb5a84092567,17/02/2023,0,A,690200.0,0.0022,1518.44,cfea1d9d1e955a6f8760248f32e9c3b93d0baeba25518bf5ecfcd1b1c106d707,Administración
31/01/2023,eb7ed673bd7c91d810fe0468d311b166851698b54146e508728e8e58adcaeca4,15/09/2022,0,A,4141200.0,0.0022,9110.640000000001,e83b10a466903ac24b31e0b997c34a5c0809e01db49c81c851ba76b1a84b8898,Garantía
31/01/2023,2cc3d9765afe5b31c50077f036f3baeace640960b16688da7baa4abe38bb213e,15/09/2022,0,A,2760800.0,0.0022,6073.76,8de7c3337f97661466beb2e1a86ee76dce13c98bedfab80aa7d641894b39c669,Garantía
31/01/2023,3b7ba09a4dc73da9918fa9cf5371465488d3c98a24a76337f5c4794e76d1b742,15/09/2022,0,A,1380400.0,0.0022,3036.88,acf792b1034669f5c66be1056dc8454841e8e6fc6f5ab8ce3d60c658fa2e2fe9,Administración
31/01/2023,59a53dfd171c15be473f4af2846b5b77459eb6836aad0c8ebd5e6b7ad7fb2e81,15/09/2022,0,A,2070600.0,0.0022,4555.320000000001,16c4f6577134efc5635156b7d58860c87a6415ff7de69ea8c9ef131fbdd83fa8,Administración
31/01/2023,b694691d12a1c891fbca90b8fe84ecaa9e24a2ae386e3bc8ca6b704d5aec1ab4,15/09/2022,0,A,1380400.0,0.0022,3036.88,abe6607ac762e1093ea3bd8c9a238105b34f139797709a072c3e56cae9effdb8,Administración
31/01/2023,b83ae6979998acf53a26f75d17c7e40f01655f63599568e900ebdfbc71f1352d,15/09/2022,0,A,1380400.0,0.0022,3036.88,8cb5c8ac5ca61b0f9319050aa4e5a3518cb004c32d3702910ab7e5914c7187e7,Administración
31/01/2023,7f6a87ca68bbd789ba067c1ad90dd18effa17b3cb61249922845c5798ca33c89,15/09/2022,0,A,1380400.0,0.0022,3036.88,9b3963748a5baf909dec446cc9fa718699f9a5928de5b2a40a403f73531b7e7e,Inmobiliario
31/01/2023,4a40798b791fcff39fab022a3c20bacf11c0525b00f7a7566d0ba3af244766a4,15/09/2022,0,A,1380400.0,0.0022,3036.88,c1ee8ec74b36135b41fe02473b7e0127481fda9ca0570bd0952676629a669694,Inmobiliario
31/01/2023,cdb9e7e65c41e3845cc9f3fe863d41c57d13a5e9ec76109aa3b9e5b8c95d2d7a,15/09/2022,0,A,6679866.66,0.0022,14695.706652,ccf838c970ad955a3c4c9a0bfbbb79f52126ba9553967be2a8123b9216d2257d,Administración
